Fighter,Wins,WinsByKO,WinsBySubmission,WinsByDecision,Losses,HeightCms,ReachCms,AvgSigStrLanded,AvgTDLanded,AvgSigStrPct,AvgSubAtt,Stance,WeightLbs,Age,KoPct,SubPct,DecPct,AvgRounds,Elo,OpponentElo,SigStrAbsorbed,CurrentWinStreak,FinishL5,LossesByKO,LossesBySub,LossesByDec,WinPct,TotalRoundsFought
Kevin Holland,14,5,5,4,8,190.5,205.74,4.24,0.83,0.49,0.6,Orthodox,185,31,0.3571428571428571,0.3571428571428571,0.2857142857142857,2.590909090909091,1545.622192003218,1517.758728247706,3.22,1,5.0,1.0,2.0,4.0,0.6363636363636364,57
Stephen Thompson,12,6,0,6,7,182.88,190.5,4.11,0.25,0.46,0.0,Orthodox,170,41,0.5,0.0,0.5,3.1578947368421053,1502.3418254509788,1553.5274364412496,3.04,0,2.5,0.0,1.0,2.0,0.631578947368421,60
Joaquin Buckley,9,6,0,3,4,177.8,193.04,4.13,1.96,0.36,0.0,Southpaw,170,30,0.6666666666666666,0.0,0.3333333333333333,2.3846153846153846,1584.2351058125148,1514.2322631250634,3.31,4,3.0,2.0,0.0,1.0,0.6923076923076923,31
Marina Rodriguez,8,3,0,5,4,167.64,165.1,4.64,0.28,0.46,0.2,Orthodox,115,37,0.375,0.0,0.625,3.5,1534.443387676558,1518.5974008407295,2.89,0,2.0,1.0,0.0,3.0,0.6666666666666666,42
Iasmin Lucindo,3,0,1,2,1,160.02,167.64,3.52,2.4,0.45,0.2,Orthodox,115,22,0.0,0.3333333333333333,0.6666666666666666,2.75,1528.7925541068166,1512.9971688176736,3.23,3,1.6666666666666667,0.0,0.0,1.0,0.75,11
Austin Hubbard,4,1,0,3,5,177.8,180.34,4.12,1.54,0.43,0.0,Orthodox,155,32,0.25,0.0,0.75,2.555555555555556,1520.7711073769158,1501.1184839135344,3.37,1,1.25,0.0,2.0,1.0,0.4444444444444444,23
Alexander Hernandez,6,3,0,3,7,175.26,182.88,4.43,0.95,0.41,0.1,Orthodox,155,32,0.5,0.0,0.5,2.230769230769231,1480.3713284875005,1511.052497684404,4.9,0,2.5,2.0,1.0,3.0,0.4615384615384615,29
Cesar Almeida,2,1,0,1,1,185.42,187.96,4.12,0.0,0.57,0.3,Orthodox,185,36,0.5,0.0,0.5,2.6666666666666665,1510.7907938829846,1506.8144391599635,1.87,0,5.0,0.0,0.0,1.0,0.6666666666666666,8
Ihor Potieria,3,2,0,1,4,190.5,190.5,4.57,0.77,0.5,0.0,Southpaw,185,28,0.6666666666666666,0.0,0.3333333333333333,1.5714285714285714,1472.9108359679367,1521.8088311788192,6.56,0,2.5,3.0,1.0,0.0,0.4285714285714285,11
Renato Moicano,11,1,6,4,5,180.34,182.88,4.42,1.87,0.49,0.6,Orthodox,155,35,0.0909090909090909,0.5454545454545454,0.3636363636363636,2.1875,1540.0204410932586,1521.3510763819888,4.07,3,4.0,2.0,0.0,1.0,0.6875,35
Benoit Saint Denis,5,3,2,0,2,180.34,185.42,5.17,3.97,0.53,1.2,Southpaw,155,28,0.6,0.4,0.0,1.8571428571428568,1546.444112857661,1514.33104376751,5.2,0,5.0,1.0,0.0,1.0,0.7142857142857143,13
Nassourdine Imavov,6,3,0,3,2,190.5,190.5,4.51,0.88,0.55,1.2,Orthodox,185,29,0.5,0.0,0.5,3.625,1572.3169988564855,1531.8516214162871,3.76,2,4.0,0.0,0.0,1.0,0.75,29
Brendan Allen,13,1,8,4,2,187.96,190.5,3.79,1.67,0.53,1.3,Orthodox,185,28,0.0769230769230769,0.6153846153846154,0.3076923076923077,2.2,1606.9354542437577,1522.118645473499,3.6,7,4.0,2.0,0.0,0.0,0.8666666666666667,33
William Gomis,3,1,0,2,0,182.88,185.42,2.69,0.78,0.5,0.5,Southpaw,145,27,0.3333333333333333,0.0,0.6666666666666666,3.0,1543.6499523429432,1522.2651051404723,1.49,3,1.6666666666666667,0.0,0.0,0.0,1.0,9
Joanderson Brito,6,3,2,1,1,172.72,182.88,3.02,3.08,0.5,0.9,Orthodox,145,29,0.5,0.3333333333333333,0.1666666666666666,1.8571428571428568,1570.8691589127538,1522.4970846524504,2.62,5,5.0,0.0,0.0,1.0,0.8571428571428571,13
Kevin Jousset,2,0,1,1,0,187.96,190.5,7.73,1.05,0.56,0.5,Orthodox,170,31,0.0,0.5,0.5,2.0,1526.8982323126086,1518.55261451107,8.1,2,2.5,0.0,0.0,0.0,1.0,4
Morgan Charriere,1,1,0,0,1,172.72,175.26,3.87,2.47,0.51,0.6,Orthodox,145,28,1.0,0.0,0.0,2.0,1510.4680789314305,1509.19336647421,2.34,0,5.0,0.0,0.0,1.0,0.5,4
Gabriel Miranda,1,0,1,0,1,180.34,180.34,2.82,3.85,0.4,1.3,Orthodox,145,34,0.0,1.0,0.0,1.5,1491.305478925855,1486.3916562217005,6.88,1,5.0,1.0,0.0,0.0,0.5,3
Fares Ziam,5,0,0,5,2,185.42,190.5,2.92,1.28,0.5,0.3,Orthodox,155,27,0.0,0.0,1.0,2.7142857142857144,1539.364786101515,1508.0301572471387,2.01,3,1.0,0.0,1.0,1.0,0.7142857142857143,19
Matt Frevola,6,3,1,2,4,175.26,180.34,3.37,2.39,0.4,1.0,Orthodox,155,34,0.5,0.1666666666666666,0.3333333333333333,2.0,1534.0992989281958,1531.2268559881536,3.57,0,3.75,2.0,0.0,0.0,0.6,20
Oumar Sy,1,0,1,0,0,193.04,210.82,4.81,3.21,0.59,0.8,Orthodox,205,28,0.0,1.0,0.0,1.0,1512.5,1489.9553337506009,0.0,1,5.0,0.0,0.0,0.0,1.0,1
Da Woon Jung,4,2,1,1,3,193.04,198.12,3.24,1.59,0.4,0.2,Orthodox,205,30,0.5,0.25,0.25,2.571428571428572,1479.9106675012015,1537.2407478075525,3.89,0,5.0,1.0,1.0,1.0,0.5714285714285714,18
Ludovit Klein,6,2,0,4,2,170.18,182.88,3.81,1.7,0.54,0.0,Southpaw,155,29,0.3333333333333333,0.0,0.6666666666666666,2.875,1564.4131633007405,1498.739564669066,3.53,5,1.0,0.0,1.0,1.0,0.75,23
Roosevelt Roberts,5,0,3,2,4,187.96,185.42,2.84,1.18,0.43,0.7,Orthodox,155,30,0.0,0.6,0.4,2.2222222222222223,1445.709274217358,1516.2496460481148,3.12,0,5.0,1.0,2.0,1.0,0.5555555555555556,20
Taylor Lapilus,5,1,0,4,2,167.64,185.42,4.59,0.27,0.48,0.3,Southpaw,135,32,0.2,0.0,0.8,2.857142857142857,1515.289363671869,1499.9385651381488,2.27,1,0.0,0.0,0.0,1.0,0.7142857142857143,20
Vince Morales,3,1,0,2,6,170.18,177.8,3.98,0.36,0.36,0.0,Orthodox,135,33,0.3333333333333333,0.0,0.6666666666666666,2.555555555555556,1477.51533070974,1513.7773847702224,4.24,0,2.5,1.0,0.0,3.0,0.3333333333333333,23
Nora Cornolle,2,1,0,1,0,170.18,170.18,3.41,0.39,0.53,0.0,Orthodox,135,34,0.5,0.0,0.5,2.5,1536.349856652968,1523.6838463303568,1.2,2,2.5,0.0,0.0,0.0,1.0,5
Jacqueline Cavalcanti,2,0,0,2,0,172.72,177.8,6.02,0.0,0.49,0.0,Orthodox,135,27,0.0,0.0,1.0,3.0,1523.01679716054,1500.9463766217425,2.6,2,0.0,0.0,0.0,0.0,1.0,6
Bolaji Oki,2,1,0,1,0,177.8,185.42,5.63,2.11,0.45,0.0,Orthodox,155,28,0.5,0.0,0.5,2.0,1510.0,1506.4363820165509,4.34,2,0.0,0.0,0.0,0.0,1.0,4
Chris Duncan,3,1,0,2,2,177.8,180.34,4.7,3.53,0.46,0.3,Orthodox,155,31,0.3333333333333333,0.0,0.6666666666666666,2.0,1512.872764033102,1512.2051016487212,3.74,0,0.0,0.0,1.0,0.0,0.6,10
Sean O'Malley,11,7,0,4,1,180.34,182.88,6.7,0.29,0.61,0.3,Switch,135,29,0.6363636363636364,0.0,0.3636363636363636,2.4166666666666665,1614.3777138847609,1531.3125470986774,3.51,6,3.0,1.0,0.0,0.0,0.9166666666666666,29
Merab Dvalishvili,10,1,0,9,2,167.64,172.72,4.35,6.09,0.42,0.3,Orthodox,135,33,0.1,0.0,0.9,3.083333333333333,1608.3132653987852,1517.284015969349,2.41,10,1.0,0.0,0.0,0.0,0.8333333333333334,37
Alexa Grasso,8,0,2,6,3,165.1,167.64,4.19,0.44,0.41,0.7,Orthodox,125,31,0.0,0.25,0.75,3.363636363636364,1560.6784226931609,1535.1601921091165,3.95,5,2.0,0.0,0.0,0.0,0.7272727272727273,37
Valentina Shevchenko,12,4,2,6,3,165.1,167.64,3.16,2.74,0.52,0.3,Southpaw,125,36,0.3333333333333333,0.1666666666666666,0.5,4.0,1580.677323083073,1531.382833209815,2.11,0,3.0,0.0,1.0,0.0,0.8,60
Brian Ortega,8,3,4,1,3,172.72,175.26,4.08,1.07,0.37,1.1,Switch,145,33,0.375,0.5,0.125,3.090909090909091,1494.3334475334775,1520.7067848056784,6.66,1,2.5,1.0,0.0,1.0,0.7272727272727273,34
Diego Lopes,4,2,1,1,2,180.34,182.88,4.2,0.5,0.53,2.8,Orthodox,145,29,0.5,0.25,0.25,2.0,1558.0293002071796,1528.2513223362882,4.91,4,3.75,0.0,0.0,1.0,0.6666666666666666,12
Daniel Zellhuber,4,0,1,3,1,185.42,195.58,6.26,0.18,0.4,0.2,Switch,155,25,0.0,0.25,0.75,2.8,1526.985858521484,1501.4738478102113,4.79,3,1.6666666666666667,0.0,0.0,1.0,0.8,14
Esteban Ribovics,3,2,0,1,1,177.8,175.26,7.53,0.64,0.48,0.3,Orthodox,155,28,0.6666666666666666,0.0,0.3333333333333333,2.0,1522.2950577585336,1514.2300288116971,3.4,2,2.5,0.0,0.0,1.0,0.75,8
Irene Aldana,8,3,1,4,5,175.26,172.72,5.19,0.15,0.39,0.2,Orthodox,135,36,0.375,0.125,0.5,3.0,1531.9026259945265,1517.8170463013043,5.71,1,2.5,0.0,0.0,3.0,0.6153846153846154,39
Norma Dumont,7,0,0,7,2,170.18,170.18,3.86,1.72,0.5,0.0,Orthodox,135,33,0.0,0.0,1.0,3.0,1566.509749608473,1507.130634745943,1.99,4,0.0,1.0,0.0,1.0,0.7777777777777778,27
Manuel Torres,4,3,1,0,0,177.8,185.42,7.17,2.26,0.55,1.1,Switch,155,29,0.75,0.25,0.0,1.0,1549.8138890669563,1510.7167777723248,3.76,4,5.0,0.0,0.0,0.0,1.0,4
Ignacio Bahamondes,5,3,1,1,2,190.5,190.5,7.17,0.0,0.47,0.3,Orthodox,155,27,0.6,0.2,0.2,2.571428571428572,1537.771688515896,1503.1234306082122,4.36,1,3.75,0.0,0.0,2.0,0.7142857142857143,18
Yazmin Jauregui,3,1,0,2,1,160.02,162.56,6.64,0.0,0.39,0.0,Orthodox,115,25,0.3333333333333333,0.0,0.6666666666666666,2.25,1525.240551622482,1494.699192307969,4.87,1,1.6666666666666667,1.0,0.0,0.0,0.75,9
Ketlen Souza,1,0,0,1,1,160.02,160.02,5.11,0.76,0.66,0.8,Orthodox,115,30,0.0,0.0,1.0,2.0,1502.7919967105292,1507.2874577173886,1.71,1,0.0,0.0,1.0,0.0,0.5,4
Edgar Chairez,1,0,1,0,2,170.18,180.34,3.45,0.0,0.45,1.5,Orthodox,125,28,0.0,1.0,0.0,2.6666666666666665,1497.1981067401737,1496.8364122004184,4.26,1,5.0,0.0,0.0,1.0,0.3333333333333333,8
Matt Schnell,6,0,3,3,6,172.72,177.8,4.39,0.56,0.39,1.0,Orthodox,125,34,0.0,0.5,0.5,2.0,1470.3674753416694,1510.9259654661237,4.46,0,3.333333333333333,2.0,1.0,1.0,0.5,24
Trevor Peek,3,2,0,1,2,175.26,177.8,4.39,1.45,0.53,0.0,Switch,155,29,0.6666666666666666,0.0,0.3333333333333333,2.4,1502.3761822248307,1498.435721519692,4.37,0,2.5,0.0,0.0,2.0,0.6,12
Yanal Ashmouz,1,1,0,0,1,175.26,175.26,2.94,4.8,0.5,0.0,Orthodox,155,29,1.0,0.0,0.0,2.0,1504.5448728207523,1503.9437067371834,5.35,0,5.0,0.0,0.0,1.0,0.5,4
Felipe dos Santos,1,0,0,1,1,170.18,177.8,3.87,0.0,0.37,0.3,Orthodox,125,23,0.0,0.0,1.0,3.0,1496.9574570965767,1520.353777696103,7.47,1,0.0,0.0,0.0,1.0,0.5,6
Andre Lima,3,0,0,2,0,170.18,170.18,3.03,1.13,0.55,1.1,Orthodox,125,25,0.0,0.0,0.6666666666666666,2.6666666666666665,1522.140376232545,1498.9858190321922,1.67,3,2.5,0.0,0.0,0.0,1.0,8
Jaqueline Amorim,2,1,1,0,1,160.02,172.72,3.05,1.78,0.52,5.3,Orthodox,115,29,0.5,0.5,0.0,2.333333333333333,1518.2944984191463,1509.3327540663824,1.81,2,5.0,0.0,0.0,1.0,0.6666666666666666,7
Vanessa Demopoulos,5,0,1,4,3,157.48,149.86,3.87,0.41,0.41,0.5,Orthodox,115,35,0.0,0.2,0.8,2.75,1531.0661833228069,1503.1911050535991,5.06,2,1.0,0.0,0.0,2.0,0.625,22
Andre Petroski,6,1,2,3,2,182.88,185.42,2.77,3.91,0.5,1.7,Switch,185,33,0.1666666666666666,0.3333333333333333,0.5,2.375,1533.864132130624,1499.8701839681444,3.03,1,2.0,2.0,0.0,0.0,0.75,19
Dylan Budka,1,0,0,1,1,182.88,190.5,1.07,2.02,0.43,0.4,Switch,185,24,0.0,0.0,1.0,2.5,1480.0,1516.932066065312,0.73,0,0.0,1.0,0.0,0.0,0.5,5
Jared Cannonier,10,6,0,4,7,180.34,195.58,4.49,0.42,0.5,0.0,Switch,185,40,0.6,0.0,0.4,2.8823529411764706,1533.6921735509998,1540.9053047813986,4.13,0,2.0,1.0,0.0,2.0,0.5882352941176471,49
Caio Borralho,8,2,1,5,0,185.42,190.5,3.61,1.56,0.6,0.5,Southpaw,185,31,0.25,0.125,0.625,2.5,1586.611103096477,1517.611169305213,1.98,8,2.0,0.0,0.0,0.0,1.0,20
Angela Hill,12,2,1,9,13,160.02,162.56,5.46,0.76,0.49,0.1,Orthodox,115,39,0.1666666666666666,0.0833333333333333,0.75,2.92,1533.0181369449492,1514.7107058754395,4.94,2,1.0,0.0,0.0,6.0,0.48,73
Michael Morales,5,2,0,3,0,182.88,200.66,5.42,1.16,0.48,0.0,Orthodox,170,25,0.4,0.0,0.6,2.6,1568.891437370422,1528.5787477121005,3.6,5,2.5,0.0,0.0,0.0,1.0,13
Edmen Shahbazyan,7,5,1,1,4,190.5,190.5,3.77,2.01,0.5,0.5,Orthodox,185,26,0.7142857142857143,0.1428571428571428,0.1428571428571428,1.9090909090909087,1485.256856428652,1502.1245671229476,4.13,1,5.0,3.0,0.0,1.0,0.6363636363636364,21
Gerald Meerschaert,11,1,10,0,9,185.42,195.58,3.13,2.14,0.45,1.6,Southpaw,185,36,0.0909090909090909,0.9090909090909092,0.0,2.05,1497.699386302075,1509.541221893561,3.5,1,5.0,3.0,0.0,3.0,0.55,41
Dennis Buzukja,2,1,0,1,3,175.26,177.8,4.21,0.63,0.43,0.2,Switch,145,26,0.5,0.0,0.5,2.6,1488.9135761602204,1504.1438255859275,4.93,1,5.0,1.0,0.0,1.0,0.4,13
Francis Marshall,2,1,0,1,2,175.26,182.88,3.69,2.68,0.34,0.5,Orthodox,145,25,0.5,0.0,0.5,2.25,1487.633257126315,1493.101621876515,4.07,0,5.0,1.0,0.0,1.0,0.5,9
Viacheslav Borshchev,3,3,0,0,3,180.34,175.26,5.4,0.0,0.53,0.0,Orthodox,155,32,1.0,0.0,0.0,2.6666666666666665,1496.4267875363682,1496.8730774893302,4.07,0,5.0,0.0,1.0,2.0,0.5,16
Josiane Nunes,3,1,0,2,1,157.48,170.18,5.41,0.0,0.42,0.0,Southpaw,135,30,0.3333333333333333,0.0,0.6666666666666666,2.5,1511.95121552586,1496.265990089447,5.85,0,0.0,0.0,0.0,1.0,0.75,10
Dricus Du Plessis,7,4,1,2,0,185.42,193.04,6.18,3.04,0.49,0.9,Switch,185,30,0.5714285714285714,0.1428571428571428,0.2857142857142857,2.571428571428572,1609.8866714136857,1532.0925582170305,3.79,7,3.0,0.0,0.0,0.0,1.0,18
Israel Adesanya,13,5,0,8,3,193.04,203.2,4.0,0.05,0.48,0.1,Switch,185,35,0.3846153846153846,0.0,0.6153846153846154,3.75,1566.1142490563925,1546.885872951249,3.11,0,2.0,1.0,0.0,2.0,0.8125,60
Kai Kara-France,7,2,0,5,4,162.56,175.26,4.56,0.61,0.39,0.0,Orthodox,125,31,0.2857142857142857,0.0,0.7142857142857143,2.727272727272727,1525.2608341986602,1521.465224409722,3.24,0,2.5,1.0,1.0,1.0,0.6363636363636364,30
Steve Erceg,3,1,0,2,1,172.72,172.72,4.37,1.16,0.48,0.5,Orthodox,125,29,0.3333333333333333,0.0,0.6666666666666666,3.25,1532.1377225835597,1513.0730527908192,3.57,0,1.6666666666666667,0.0,0.0,1.0,0.75,13
Mateusz Gamrot,7,3,1,3,2,177.8,177.8,3.23,5.25,0.5,0.1,Southpaw,155,33,0.4285714285714285,0.1428571428571428,0.4285714285714285,2.6666666666666665,1585.3987551079606,1525.223880499119,3.17,3,2.0,0.0,0.0,2.0,0.7777777777777778,24
Dan Hooker,13,7,2,4,8,182.88,190.5,5.03,0.73,0.48,0.3,Switch,155,34,0.5384615384615384,0.1538461538461538,0.3076923076923077,2.2857142857142856,1524.3749128152945,1525.7969398316736,4.76,2,1.0,2.0,1.0,1.0,0.6190476190476191,48
Tai Tuivasa,8,7,0,1,7,187.96,190.5,3.77,0.0,0.46,0.0,Southpaw,264,31,0.875,0.0,0.125,1.7333333333333334,1519.8284387681083,1531.6633793673343,4.98,0,5.0,2.0,3.0,0.0,0.5333333333333333,26
Jairzinho Rozenstruik,8,8,0,0,5,187.96,198.12,3.75,0.0,0.49,0.0,Orthodox,242,36,1.0,0.0,0.0,2.1538461538461537,1522.0798406774993,1518.2909186010131,3.15,1,5.0,2.0,1.0,2.0,0.6153846153846154,28
Li Jingliang,11,8,0,3,6,182.88,180.34,4.46,1.19,0.42,0.0,Orthodox,170,36,0.7272727272727273,0.0,0.2727272727272727,2.294117647058824,1522.136179434391,1531.399224058537,3.84,0,5.0,0.0,1.0,1.0,0.6470588235294118,39
Josh Culibao,3,0,1,2,3,177.8,185.42,3.41,0.0,0.44,0.3,Orthodox,145,30,0.0,0.3333333333333333,0.6666666666666666,3.1666666666666665,1513.36674188832,1518.1610437025358,3.29,0,1.6666666666666667,0.0,0.0,2.0,0.5,19
Ricardo Ramos,7,2,1,4,5,175.26,182.88,3.03,2.77,0.36,0.8,Orthodox,145,29,0.2857142857142857,0.1428571428571428,0.5714285714285714,2.0,1489.7845800108262,1505.182207149218,3.78,0,1.6666666666666667,1.0,2.0,1.0,0.5833333333333334,24
Casey O'Neill,4,2,1,1,2,167.64,175.26,7.89,1.45,0.52,0.7,Orthodox,125,26,0.5,0.25,0.25,2.5,1527.1744806633942,1505.4684525709974,5.9,0,3.75,0.0,1.0,1.0,0.6666666666666666,15
Luana Santos,3,1,1,1,0,167.64,170.18,4.28,1.62,0.51,1.2,Orthodox,125,24,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1545.0661740185876,1503.625914985872,6.52,3,3.333333333333333,0.0,0.0,0.0,1.0,5
Jack Jenkins,3,1,0,2,1,170.18,172.72,4.83,2.12,0.6,0.0,Switch,145,30,0.3333333333333333,0.0,0.6666666666666666,2.75,1503.8403229325838,1491.7280219218314,3.07,0,0.0,1.0,0.0,0.0,0.75,11
Herbert Burns,3,1,2,0,3,175.26,185.42,1.86,2.94,0.36,1.8,Orthodox,145,36,0.3333333333333333,0.6666666666666666,0.0,1.5,1453.989144976666,1501.2814456180367,4.74,0,5.0,3.0,0.0,0.0,0.5,9
Serghei Spivac,7,3,2,2,4,190.5,198.12,3.51,4.63,0.49,0.7,Orthodox,260,29,0.4285714285714285,0.2857142857142857,0.2857142857142857,1.9090909090909087,1548.245738016374,1512.8518924202997,3.79,0,4.0,2.0,0.0,1.0,0.6363636363636364,21
Chepe Mariscal,3,1,0,2,0,170.18,175.26,4.75,3.09,0.57,0.3,Orthodox,145,31,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,1545.8065415653448,1521.8285516390406,3.95,3,1.6666666666666667,0.0,0.0,0.0,1.0,8
Cory Sandhagen,10,5,1,4,3,180.34,177.8,5.02,1.19,0.44,0.3,Switch,135,32,0.5,0.1,0.4,3.0,1561.642189320631,1524.9894508764082,3.4,3,3.0,0.0,1.0,2.0,0.7692307692307693,39
Umar Nurmagomedov,5,1,2,2,0,172.72,175.26,4.46,3.98,0.63,0.4,Orthodox,135,28,0.2,0.4,0.4,2.0,1571.787394209196,1523.555021014814,0.73,5,3.0,0.0,0.0,0.0,1.0,10
Michal Oleksiejczuk,7,6,0,1,6,182.88,187.96,5.08,1.08,0.5,0.0,Southpaw,185,29,0.8571428571428571,0.0,0.1428571428571428,1.6923076923076923,1515.2674073667067,1517.4811169064849,4.17,0,4.0,0.0,4.0,1.0,0.5384615384615384,22
Marlon Vera,15,7,4,4,8,172.72,177.8,4.27,0.51,0.49,0.8,Switch,135,31,0.4666666666666667,0.2666666666666666,0.2666666666666666,2.869565217391304,1569.489731998222,1523.2247431522128,5.16,0,2.0,0.0,0.0,4.0,0.6521739130434783,66
Tony Ferguson,15,5,6,4,8,180.34,193.04,4.91,0.39,0.45,0.9,Orthodox,170,40,0.3333333333333333,0.4,0.2666666666666666,2.5217391304347827,1407.4976150829953,1512.3945450695833,4.26,0,0.0,2.0,2.0,3.0,0.6521739130434783,58
Mackenzie Dern,8,0,4,4,5,162.56,160.02,3.43,0.88,0.39,1.2,Orthodox,115,31,0.0,0.5,0.5,2.769230769230769,1499.0724170466765,1516.9937869507946,4.21,0,2.0,1.0,0.0,3.0,0.6153846153846154,36
Loopy Godinez,7,0,2,5,4,157.48,154.94,4.16,2.95,0.48,1.0,Orthodox,115,30,0.0,0.2857142857142857,0.7142857142857143,2.727272727272727,1531.9536421364264,1503.0823254134348,3.76,0,1.0,0.0,0.0,4.0,0.6363636363636364,30
Joel Alvarez,5,2,3,0,2,190.5,195.58,4.39,0.0,0.52,1.2,Orthodox,155,31,0.4,0.6,0.0,1.7142857142857142,1536.0373659585125,1516.474160259155,3.37,1,5.0,1.0,0.0,0.0,0.7142857142857143,12
Elves Brener,3,2,0,1,1,177.8,182.88,3.99,1.23,0.47,0.0,Orthodox,155,26,0.6666666666666666,0.0,0.3333333333333333,2.5,1531.9015876429332,1514.9486948757294,5.05,0,3.333333333333333,0.0,0.0,1.0,0.75,10
Azamat Murzakanov,4,3,0,1,0,177.8,180.34,4.72,0.62,0.56,0.0,Southpaw,205,35,0.75,0.0,0.25,2.5,1557.0879712906503,1537.8527632658258,3.12,4,3.333333333333333,0.0,0.0,0.0,1.0,10
Alonzo Menifield,10,6,2,2,4,182.88,193.04,3.77,0.63,0.54,0.2,Orthodox,205,36,0.6,0.2,0.2,1.9285714285714288,1543.2988068176917,1516.4053897859028,3.09,0,3.0,2.0,0.0,2.0,0.7142857142857143,27
Shamil Gaziev,2,1,1,0,1,193.04,198.12,2.43,1.03,0.49,0.3,Orthodox,265,34,0.5,0.5,0.0,2.333333333333333,1501.4814241057295,1525.0976890597574,0.0,0,5.0,1.0,0.0,0.0,0.6666666666666666,7
Don'Tale Mayes,6,4,0,2,5,198.12,205.74,3.51,0.65,0.43,0.0,Orthodox,260,32,0.6666666666666666,0.0,0.3333333333333333,2.8181818181818183,1526.543695606073,1502.4116210521804,3.84,1,2.5,0.0,1.0,2.0,0.5454545454545454,31
Viktoriia Dudakova,3,1,0,2,0,165.1,170.18,3.45,2.63,0.48,0.0,Orthodox,115,25,0.3333333333333333,0.0,0.6666666666666666,2.333333333333333,1529.996163731563,1463.9588173175034,2.45,3,2.5,0.0,0.0,0.0,1.0,7
Sam Hughes,3,1,0,2,5,165.1,162.56,4.33,0.85,0.46,0.0,Orthodox,115,32,0.3333333333333333,0.0,0.6666666666666666,2.75,1476.5280837583734,1506.431046556531,4.23,0,3.333333333333333,1.0,0.0,4.0,0.375,22
Sedriques Dumas,3,0,1,2,2,187.96,200.66,2.15,1.31,0.48,0.3,Orthodox,185,28,0.0,0.3333333333333333,0.6666666666666666,2.0,1495.8796000786035,1483.6208572260289,2.01,0,0.0,1.0,1.0,0.0,0.6,10
Denis Tiuliulin,1,1,0,0,4,185.42,195.58,3.61,0.96,0.41,0.0,Orthodox,185,36,1.0,0.0,0.0,1.6,1458.8114640904437,1504.6732744448889,6.15,0,5.0,2.0,2.0,0.0,0.2,8
Leon Edwards,14,3,1,10,2,187.96,187.96,2.68,1.25,0.53,0.4,Southpaw,170,32,0.2142857142857142,0.0714285714285714,0.7142857142857143,3.75,1578.30636671545,1546.7126533593982,2.4,12,2.0,0.0,0.0,0.0,0.875,60
Belal Muhammad,14,2,1,11,3,180.34,182.88,4.39,2.28,0.43,0.2,Orthodox,170,36,0.1428571428571428,0.0714285714285714,0.7857142857142857,3.176470588235294,1613.6407566289322,1529.3797596642555,3.64,9,1.0,0.0,0.0,0.0,0.8235294117647058,54
Tom Aspinall,7,5,2,0,1,195.58,198.12,8.07,3.27,0.67,1.6,Orthodox,256,31,0.7142857142857143,0.2857142857142857,0.0,1.125,1588.1443126775057,1551.706859052356,2.77,2,5.0,1.0,0.0,0.0,0.875,9
Curtis Blaydes,13,8,0,5,4,193.04,203.2,3.54,5.69,0.5,0.0,Orthodox,265,33,0.6153846153846154,0.0,0.3846153846153846,2.411764705882353,1573.5027783612568,1546.552755561405,1.89,1,3.0,2.0,0.0,0.0,0.7647058823529411,41
Christian Leroy Duncan,3,3,0,0,1,187.96,200.66,4.71,0.31,0.62,0.0,Switch,185,29,1.0,0.0,0.0,2.0,1540.7312297900653,1509.0335025483669,4.68,2,5.0,0.0,0.0,1.0,0.75,8
Gregory Rodrigues,6,5,0,1,3,190.5,190.5,5.52,2.74,0.56,0.4,Orthodox,185,32,0.8333333333333334,0.0,0.1666666666666666,1.8888888888888888,1573.8983334076486,1511.4206408606487,5.67,2,5.0,1.0,0.0,1.0,0.6666666666666666,17
Arnold Allen,10,2,2,6,2,172.72,177.8,3.45,0.93,0.41,0.3,Southpaw,145,30,0.2,0.2,0.6,2.9166666666666665,1536.9691423411966,1536.0802348688317,2.86,0,2.5,0.0,0.0,2.0,0.8333333333333334,35
Giga Chikadze,8,3,0,5,2,182.88,187.96,3.92,0.21,0.42,0.2,Orthodox,145,35,0.375,0.0,0.625,2.8,1596.1034196443502,1519.2954600985254,3.44,1,3.0,0.0,0.0,1.0,0.8,28
Nathaniel Wood,7,0,3,4,3,167.64,175.26,5.75,1.56,0.51,0.5,Orthodox,145,31,0.0,0.4285714285714285,0.5714285714285714,2.8,1511.658737293754,1504.0993710653563,4.22,0,0.0,1.0,0.0,2.0,0.7,28
Molly McCann,7,2,1,4,5,162.56,157.48,5.39,1.84,0.49,0.5,Orthodox,115,34,0.2857142857142857,0.1428571428571428,0.5714285714285714,2.25,1544.4810848666448,1495.3739777979213,4.9,1,3.0,0.0,2.0,1.0,0.5833333333333334,27
Bruna Brasil,2,1,0,1,2,167.64,165.1,2.94,1.93,0.61,0.0,Orthodox,115,30,0.5,0.0,0.5,2.5,1481.777834555952,1516.2334751489063,3.94,0,0.0,1.0,0.0,1.0,0.5,10
Jake Hadley,3,1,2,0,3,170.18,177.8,3.8,0.33,0.43,1.1,Southpaw,135,27,0.3333333333333333,0.6666666666666666,0.0,2.333333333333333,1487.452062941527,1500.3093058234954,3.2,0,5.0,0.0,0.0,3.0,0.5,14
