Fighter,Wins,WinsByKO,WinsBySubmission,WinsByDecision,Losses,HeightCms,ReachCms,AvgSigStrLanded,AvgTDLanded,AvgSigStrPct,AvgSubAtt,Stance,WeightLbs,Age,KoPct,SubPct,DecPct,AvgRounds,Elo,OpponentElo,SigStrAbsorbed,CurrentWinStreak,FinishL5,LossesByKO,LossesBySub,LossesByDec,WinPct,TotalRoundsFought
Grant Dawson,10,1,5,4,1,177.8,182.88,3.15,3.65,0.52,1.2,Switch,155,30,0.1,0.5,0.4,2.8181818181818183,1572.5744817084494,1518.602158501873,2.27,1,3.0,1.0,0.0,0.0,0.9090909090909092,31
Rafa Garcia,4,0,1,3,3,170.18,177.8,3.97,3.38,0.42,0.3,Orthodox,155,30,0.0,0.25,0.75,2.857142857142857,1517.2649656715678,1515.263148295247,4.21,2,1.25,0.0,0.0,3.0,0.5714285714285714,20
Daniel Rodriguez,8,2,1,5,4,185.42,187.96,7.5,0.59,0.49,0.1,Southpaw,170,37,0.25,0.125,0.625,2.4166666666666665,1525.784042401412,1505.842640269174,5.28,0,2.0,1.0,1.0,2.0,0.6666666666666666,29
Alex Morono,13,2,2,9,7,180.34,182.88,4.96,0.34,0.4,0.3,Orthodox,170,34,0.1538461538461538,0.1538461538461538,0.6923076923076923,2.65,1525.526249497737,1496.744893891915,4.17,0,1.0,1.0,0.0,3.0,0.65,53
Jonathan Pearce,6,3,1,2,3,182.88,180.34,5.12,5.02,0.54,0.8,Switch,145,32,0.5,0.1666666666666666,0.3333333333333333,2.333333333333333,1528.6168204498183,1511.068563476549,3.35,0,2.5,0.0,1.0,1.0,0.6666666666666666,21
Pat Sabatini,5,0,2,3,2,172.72,177.8,1.94,3.97,0.59,2.0,Orthodox,145,33,0.0,0.4,0.6,2.0,1523.064186318833,1513.077849455165,1.54,0,2.0,2.0,0.0,0.0,0.7142857142857143,14
Niko Price,8,4,2,2,7,182.88,193.04,5.21,1.04,0.42,0.7,Orthodox,170,35,0.5,0.25,0.25,2.2666666666666666,1464.7769325860834,1506.7555347656717,5.6,1,1.6666666666666667,4.0,0.0,1.0,0.5333333333333333,34
Julia Polastri,1,0,1,0,2,157.48,160.02,5.57,1.11,0.54,0.6,Orthodox,115,26,0.0,1.0,0.0,2.6666666666666665,1485.6471999915343,1516.6256567391783,5.11,0,0.0,0.0,0.0,1.0,0.3333333333333333,8
Cory McKenna,4,0,1,3,2,160.02,147.32,2.94,2.0,0.38,0.4,Orthodox,115,25,0.0,0.25,0.75,2.5,1518.251313478357,1499.3418509584533,3.22,0,1.6666666666666667,0.0,1.0,1.0,0.6666666666666666,15
Clayton Carpenter,2,0,1,1,0,167.64,167.64,4.56,2.95,0.53,2.4,Orthodox,125,28,0.0,0.5,0.5,2.0,1512.0877508925903,1494.2687210721488,2.85,2,5.0,0.0,0.0,0.0,1.0,4
Lucas Rocha,1,1,0,0,0,160.02,162.56,2.0,0.0,0.44,0.0,Orthodox,125,24,1.0,0.0,0.0,2.0,1500.0,1512.0877508925903,4.15,1,0.0,0.0,0.0,0.0,1.0,2
Alex Pereira,8,6,0,2,1,193.04,200.66,5.46,0.14,0.63,0.3,Orthodox,205,37,0.75,0.0,0.25,2.333333333333333,1624.78253391551,1560.1557517709953,3.65,4,4.0,1.0,0.0,0.0,0.8888888888888888,21
Khalil Rountree Jr.,9,7,0,2,5,185.42,193.04,3.73,0.0,0.38,0.1,Southpaw,205,34,0.7777777777777778,0.0,0.2222222222222222,2.071428571428572,1568.9186025764363,1518.2232153924317,4.16,5,4.0,1.0,0.0,1.0,0.6428571428571429,29
Raquel Pennington,13,0,3,10,5,170.18,170.18,4.1,0.83,0.49,0.6,Orthodox,135,36,0.0,0.2307692307692307,0.7692307692307693,3.0,1584.955049892327,1510.152046538983,3.34,6,1.0,0.0,0.0,0.0,0.7222222222222222,54
Julianna Pena,7,2,2,3,3,167.64,175.26,3.25,1.81,0.44,0.8,Orthodox,135,35,0.2857142857142857,0.2857142857142857,0.4285714285714285,2.6,1513.2771562491178,1527.5030663214318,2.3,0,3.333333333333333,0.0,1.0,1.0,0.7,26
Jose Aldo,22,11,0,11,7,170.18,177.8,3.62,0.49,0.46,0.1,Orthodox,135,38,0.5,0.0,0.5,3.103448275862069,1534.6591444758,1550.054634485025,3.74,1,0.0,1.0,0.0,1.0,0.7586206896551724,90
Mario Bautista,8,1,3,4,2,175.26,175.26,5.33,1.92,0.47,0.9,Switch,135,31,0.125,0.375,0.5,2.0,1588.769450398578,1514.6495028505187,4.2,6,3.0,1.0,0.0,0.0,0.8,20
Roman Dolidze,7,4,0,3,3,187.96,193.04,3.16,1.33,0.42,1.1,Orthodox,185,36,0.5714285714285714,0.0,0.4285714285714285,2.5,1563.4623726951895,1512.6686548508876,3.01,1,3.0,0.0,0.0,2.0,0.7,25
