,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedMatchSigStr,BlueMatchSigStr,RedMatchTD,BlueMatchTD,RedMatchSubAtt,BlueMatchSubAtt,MatchFightTime,FightTag,Result
6104,Lyoto Machida,Mark Munoz,-380.0,340.0,26.3158,340.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,5,0,1,0,32.3636,0.455,0.4545,1.7273,0.278,4,3,24,0,0,1,3,4,0,0,8,Orthodox,182.88,182.88,185,1,0,0,32.8667,0.562,0.5333,0.8667,0.377,8,4,38,4,0,1,5,4,1,0,11,Southpaw,185.42,187.96,185,35,35,1,1,-4,-3,1,-14,-4,0,-1,-2.54,-5.08,0,-0.503,-0.0788,0.8606,0.0,5.0,,,,,,,6.0,,,,,,,,,,,,,,5.0,,,,,,,Blue,KO/TKO,Kick,1.0,3:10,190.0,210.0,650.0,745.0,2000.0,110.0,550.0,,,,,,,,Oct_26_13_lyoto_machida_mark_munoz,1
6105,Jimi Manuwa,Ryan Jimmo,-150.0,140.0,66.6667,140.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Light Heavyweight,MALE,3,0,1,0,33.6667,0.81,0.0,0.3333,0.167,1,1,7,0,0,0,1,1,0,0,2,Orthodox,185.42,185.42,205,0,2,0,35.5,0.59,0.5,1.5,0.5,2,0,3,0,0,0,0,0,0,2,2,Orthodox,185.42,200.66,205,33,31,0,-1,-1,0,-1,4,0,-1,0,0.0,-15.24,2,-1.8333,-0.5,-1.1667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,4:41,581.0,375.0,425.0,1100.0,1000.0,150.0,350.0,,,,,,,,Oct_26_13_jimi_manuwa_ryan_jimmo,1
6106,Norman Parke,Jon Tuck,-175.0,165.0,57.1429,165.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,36.0,0.43,2.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,185.42,155,0,2,0,55.0,0.475,0.0,4.0,0.405,2,0,6,1,0,0,2,0,0,0,2,Southpaw,180.34,177.8,155,26,29,0,-1,-1,-1,0,-3,-1,0,0,0.0,7.62,-3,-19.0,2.0,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,145.0,326.0,519.0,545.0,300.0,878.0,,,,,,,,Oct_26_13_norman_parke_jon_tuck,3
6107,Alessio Sakara,Nico Musoke,-175.0,165.0,57.1429,165.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,3,0,0,19.9286,0.469,0.0,0.7143,0.107,3,8,21,0,0,1,1,4,0,0,6,Orthodox,182.88,182.88,185,32,27,3,0,-3,-6,8,-21,0,-4,0,0.0,7.62,5,-19.9286,0.0,-0.7143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,310.0,525.0,465.0,635.0,170.0,400.0,,,,,,,,Oct_26_13_alessio_sakara_nico_musoke,6
6108,Phil Harris,John Lineker,375.0,-420.0,375.0,23.8095,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Flyweight,MALE,3,0,3,0,57.75,0.403,0.0,0.5,0.25,3,1,9,0,0,0,1,2,0,0,3,Orthodox,160.02,170.18,135,0,1,0,21.5,0.195,0.0,1.5,0.83,1,1,5,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,30,23,0,2,2,2,0,4,0,2,0,-2.54,7.62,7,36.25,0.0,-1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,Blue,KO/TKO,Punch,1.0,2:51,171.0,550.0,297.0,975.0,832.0,1915.0,-115.0,,,,,,,,Oct_26_13_phil_harris_john_lineker,4
6109,Al Iaquinta,Piotr Hallmann,-160.0,150.0,62.5,150.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,42.0,0.48,1.0,2.0,1.0,1,0,2,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,155,0,1,0,44.0,0.475,0.0,2.0,0.5,1,1,4,1,0,0,1,0,0,0,1,Orthodox,177.8,177.8,155,26,26,0,0,0,0,1,-2,-1,0,1,-2.54,2.54,0,-2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,188.0,318.0,926.0,420.0,305.0,1875.0,,,,,,,,Oct_26_13_al_iaquinta_piotr_hallmann,3
6110,Luke Barnatt,Andrew Craig,185.0,-200.0,185.0,50.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,0,1,0,35.75,0.518,0.0,0.75,0.29,2,1,11,0,0,1,1,1,0,0,3,Orthodox,185.42,193.04,170,0,1,0,113.0,0.48,1.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,198.12,195.58,185,25,27,0,0,1,2,-1,8,0,1,0,-12.7,-2.54,-2,-77.25,-1.0,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:12,432.0,517.0,170.0,708.0,1200.0,405.0,250.0,,,,,,,,Oct_26_13_luke_barnatt_andrew_craig,2
6111,Rosi Sexton,Jessica Andrade,110.0,-120.0,110.0,83.3333,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,10.0,0.66,1.0,1.0,1.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,154.94,157.48,115,1,0,0,34.0,0.55,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,135,36,22,0,0,0,0,0,-1,0,0,0,-5.08,-2.54,14,-24.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,237.0,200.0,585.0,578.0,790.0,475.0,,,,,,,,Oct_26_13_rosi_sexton_jessica_andrade,6
6112,Andy Ogle,Cole Miller,185.0,-200.0,185.0,50.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Blue,False,Featherweight,MALE,3,1,0,0,30.9286,0.308,1.5,0.3571,0.175,2,6,29,0,0,0,1,1,6,0,8,Orthodox,185.42,187.96,145,0,1,0,35.5,0.47,0.0,1.5,0.545,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,24,29,-1,-1,1,7,-5,23,0,1,6,12.7,12.7,-5,-4.5714,1.5,-1.1429,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,325.0,334.0,1360.0,160.0,560.0,650.0,,,,,,,,Oct_26_13_andy_ogle_cole_miller,6
6113,Jimy Hettes,Rob Whiteford,-440.0,390.0,22.7273,390.0,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,175.26,175.26,145,1,0,0,56.6667,0.49,1.3333,6.0,0.44,2,1,8,0,0,0,1,0,1,0,2,Southpaw,175.26,180.34,145,26,30,1,0,-2,-2,1,-8,0,0,-1,0.0,-5.08,-4,-56.6667,-1.3333,-6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,296.0,550.0,-150.0,1530.0,839.0,1325.0,,,,,,,,Oct_26_13_jimy_hettes_rob_whiteford,3
6114,Bradley Scott,Michael Kuiper,295.0,-325.0,295.0,30.7692,2013-10-26,"Manchester, England, United Kingdom", United Kingdom,Red,False,Middleweight,MALE,3,1,0,0,33.3333,0.513,0.0,1.3333,0.5,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,185,1,0,0,55.0,0.32,0.0,1.0,0.2,0,1,3,1,0,0,0,0,0,0,0,Orthodox,185.42,193.04,170,24,24,0,0,1,1,-1,4,-1,1,0,-2.54,-7.62,0,-21.6667,0.0,0.3333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,440.0,222.0,1200.0,315.0,985.0,250.0,,,,,,,,Oct_26_13_bradley_scott_michael_kuiper,3
6115,Cain Velasquez,Junior Dos Santos,-200.0,185.0,50.0,185.0,2013-10-19,"Houston, Texas, USA", USA,Red,True,Heavyweight,MALE,5,0,1,0,49.0,0.535,0.0,0.3636,0.227,9,1,24,3,0,0,2,8,0,0,10,Orthodox,193.04,195.58,238,0,3,0,41.5455,0.595,0.1818,2.4545,0.435,7,1,19,4,0,0,2,8,0,0,10,Orthodox,185.42,195.58,240,31,29,0,-2,2,0,0,5,-1,0,0,7.62,0.0,2,7.4545,-0.1818,-2.0909,0.0,1.0,0.0,,,,,0.0,,,,,,,,5.0,,,,,1.0,,,,,,,,,Red,KO/TKO,Punch,5.0,3:09,1389.0,200.0,750.0,725.0,1800.0,250.0,225.0,,,,,,,,Oct_19_13_cain_velasquez_junior_dos_santos,1
6116,Daniel Cormier,Roy Nelson,-500.0,435.0,20.0,435.0,2013-10-19,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,3,1,0,0,18.6,0.392,0.1,0.3,0.15,3,4,20,1,0,0,0,6,0,0,6,Orthodox,182.88,182.88,263,0,1,0,59.0,0.61,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,180.34,182.88,235,34,37,-1,-1,2,5,-4,17,1,6,0,2.54,0.0,-3,-40.4,0.1,0.3,0.0,9.0,2.0,,,,,2.0,,,,,,,,,,,,,9.0,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-155.0,1600.0,1800.0,2300.0,275.0,475.0,,,,,,,,Oct_19_13_daniel_cormier_roy_nelson,3
6117,Gilbert Melendez,Diego Sanchez,-545.0,465.0,18.3486,465.0,2013-10-19,"Houston, Texas, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,36.2778,0.401,0.7778,1.3333,0.295,6,5,49,2,0,2,6,5,0,0,13,Southpaw,177.8,182.88,170,1,0,0,43.0,0.22,0.0,1.0,1.0,0,1,5,1,0,0,0,0,0,0,0,Orthodox,175.26,185.42,145,31,31,1,1,6,13,-4,44,1,5,0,2.54,-2.54,0,-6.7222,0.7778,0.3333,0.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,-155.0,650.0,1200.0,2000.0,250.0,2300.0,,,,,,,,Oct_19_13_gilbert_melendez_diego_sanchez,3
6118,Gabriel Gonzaga,Shawn Jordan,135.0,-155.0,135.0,64.5161,2013-10-19,"Houston, Texas, USA", USA,Red,False,Heavyweight,MALE,3,0,2,0,32.75,0.54,0.0,0.5,0.25,2,1,8,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,0,1,0,12.875,0.573,0.625,1.125,0.506,4,6,25,1,0,0,0,6,4,0,10,Orthodox,187.96,193.04,242,34,28,0,1,-2,-7,5,-17,-1,-3,-4,-5.08,-2.54,6,19.875,-0.625,-0.625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:33,93.0,750.0,475.0,500.0,2300.0,425.0,-110.0,,,,,,,,Oct_19_13_gabriel_gonzaga_shawn_jordan,1
6119,John Dodson,Darrell Montague,-400.0,355.0,25.0,355.0,2013-10-19,"Houston, Texas, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,170.18,125,1,0,0,44.25,0.32,0.0,0.75,0.188,3,1,11,2,0,0,1,2,0,0,3,Orthodox,160.02,167.64,135,29,25,1,0,-3,-3,1,-11,-2,-2,0,7.62,2.54,4,-44.25,0.0,-0.75,0.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,4:13,253.0,140.0,420.0,850.0,1500.0,180.0,1400.0,,,,,,,,Oct_19_13_john_dodson_darrell_montague,1
6120,Tim Boetsch,CB Dollaway,-145.0,135.0,68.9655,135.0,2013-10-19,"Houston, Texas, USA", USA,Red,False,Middleweight,MALE,3,0,2,0,17.2727,0.44,0.8182,2.0909,0.512,3,4,20,1,0,1,3,1,2,0,7,Orthodox,187.96,193.04,185,2,0,0,31.3333,0.511,0.6667,1.5,0.228,4,5,30,0,0,1,3,3,0,0,7,Orthodox,182.88,187.96,185,32,30,2,2,-1,0,1,-10,1,-2,2,5.08,5.08,2,-14.0606,0.1515,0.5909,0.0,,9.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3.0,5:00,900.0,254.0,320.0,800.0,788.0,250.0,410.0,,,,,,,,Oct_19_13_tim_boetsch_cb_dollaway,3
6121,Nate Marquardt,Hector Lombard,170.0,-185.0,170.0,54.0541,2013-10-19,"Houston, Texas, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,31.6667,0.45,0.0,0.6667,0.167,1,2,7,0,0,0,0,1,0,0,1,Southpaw,175.26,180.34,185,1,0,0,26.5333,0.53,0.8667,1.8,0.53,4,5,33,1,0,0,4,4,2,0,10,Orthodox,182.88,187.96,185,34,35,0,0,-3,-9,3,-26,-1,-3,-2,-7.62,-7.62,-1,5.1333,-0.8667,-1.1333,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,1:48,108.0,270.0,328.0,2020.0,905.0,700.0,125.0,,,,,,,,Oct_19_13_nate_marquardt_hector_lombard,4
6122,George Sotiropoulos,KJ Noons,135.0,-145.0,135.0,68.9655,2013-10-19,"Houston, Texas, USA", USA,Blue,False,Lightweight,MALE,3,1,0,0,42.0,0.34,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,155,3,0,0,23.1,0.329,1.2,1.6,0.394,7,3,22,0,0,0,2,1,4,0,7,Orthodox,177.8,180.34,155,36,30,2,0,-7,-7,2,-19,0,-1,-4,0.0,2.54,6,18.9,-1.2,-1.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,273.0,425.0,1805.0,2475.0,165.0,,,,,,,,Oct_19_13_george_sotiropoulos_kj_noons,6
6123,TJ Waldburger,Adlan Amagov,175.0,-190.0,175.0,52.6316,2013-10-19,"Houston, Texas, USA", USA,Blue,False,Welterweight,MALE,3,0,1,0,38.0,0.38,0.0,6.0,0.6,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,193.04,170,0,1,0,13.0,0.62,3.0,2.0,0.633,2,2,11,0,0,0,1,0,3,0,4,Orthodox,180.34,190.5,170,25,26,0,0,-1,-3,2,-8,0,0,-3,7.62,2.54,-1,25.0,-3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:00,180.0,605.0,210.0,405.0,1735.0,770.0,160.0,,,,,,,,Oct_19_13_tj_waldburger_adlan_amagov,4
6124,Tony Ferguson,Mike Rio,-420.0,375.0,23.8095,375.0,2013-10-19,"Houston, Texas, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,17.5,0.445,0.5,2.5,0.345,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,1,0,0,39.5,0.358,0.25,0.75,0.415,3,1,8,1,0,0,1,1,0,1,3,Orthodox,180.34,193.04,155,29,32,0,0,-2,-2,0,-4,-1,-2,1,-2.54,-12.7,-3,-22.0,0.25,1.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,1.0,1:52,112.0,179.0,535.0,897.0,1125.0,130.0,2100.0,,,,,,,,Oct_19_13_tony_ferguson_mike_rio,2
6125,Jeremy Larsen,Andre Fili,185.0,-200.0,185.0,50.0,2013-10-19,"Houston, Texas, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,187.96,145,2,0,0,32.5,0.46,0.0,1.0,0.14,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,145,29,23,2,0,0,0,2,-4,0,0,0,2.54,10.16,6,-32.5,0.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:53,353.0,475.0,230.0,896.0,556.0,485.0,235.0,,,,,,,,Oct_19_13_jeremy_larsen_andre_fili,4
6126,Dustin Pague,Kyoji Horiguchi,135.0,-145.0,135.0,68.9655,2013-10-19,"Houston, Texas, USA", USA,Blue,False,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,3,0,0,17.4,0.566,1.8,0.6,0.4,1,4,11,0,0,0,0,0,1,0,1,Orthodox,175.26,187.96,135,26,23,3,0,-1,-1,4,-11,0,0,-1,-10.16,-20.32,3,-17.4,-1.8,-0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:51,531.0,255.0,245.0,550.0,1045.0,1210.0,245.0,,,,,,,,Oct_19_13_dustin_pague_kyoji_horiguchi,4
6127,Demian Maia,Jake Shields,-355.0,295.0,28.169,295.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Welterweight,MALE,5,0,1,0,51.6667,0.388,0.0,1.5,0.128,1,3,18,1,0,2,1,0,0,0,3,Orthodox,182.88,182.88,170,0,3,0,18.3125,0.509,1.0625,2.25,0.358,5,4,37,1,0,0,5,1,6,0,12,Southpaw,185.42,182.88,170,35,34,0,-2,-4,-9,1,-19,0,-1,-6,-2.54,0.0,1,33.3542,-1.0625,-0.75,0.0,,4.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,Red,S-DEC,,5.0,5:00,1500.0,160.0,370.0,250.0,1000.0,350.0,1050.0,,,,,,,,Oct_09_13_demian_maia_jake_shields,6
6128,Erick Silva,Dong Hyun Kim,-170.0,160.0,58.8235,160.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,2,0,26.6364,0.542,0.6364,2.7273,0.546,3,3,29,0,0,1,6,1,0,0,8,Southpaw,187.96,193.04,170,0,1,0,8.2,0.504,1.0,0.4,0.132,1,2,7,0,0,0,0,1,2,0,3,Orthodox,182.88,187.96,170,29,31,0,1,2,5,-1,22,0,0,-2,5.08,5.08,-2,18.4364,-0.3636,2.3273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,3:01,481.0,360.0,275.0,250.0,1100.0,160.0,1400.0,,,,,,,,Oct_09_13_erick_silva_dong_hyun_kim,4
6129,Thiago Silva,Matt Hamill,-380.0,340.0,26.3158,340.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,0,1,0,35.7857,0.422,0.0,2.0,0.447,5,4,31,0,1,0,3,5,0,0,10,Orthodox,185.42,193.04,205,0,1,0,28.7273,0.552,0.3636,0.5455,0.318,4,5,20,0,0,0,0,6,0,0,6,Orthodox,187.96,187.96,205,30,37,0,0,1,4,1,11,0,-1,0,-2.54,5.08,-7,7.0584,-0.3636,1.4545,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,360.0,400.0,250.0,1600.0,160.0,750.0,,,,,,,,Oct_09_13_thiago_silva_matt_hamill,3
6130,Fabio Maldonado,Joey Beltran,-155.0,145.0,64.5161,145.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Light Heavyweight,MALE,3,4,0,0,58.4444,0.389,0.0,0.4444,0.176,2,6,24,0,0,0,1,2,0,0,3,Orthodox,185.42,190.5,185,0,1,0,75.0,0.58,0.8,0.6,0.3,1,3,14,0,0,0,1,1,0,0,2,Orthodox,185.42,190.5,205,33,31,-4,-1,1,1,-3,10,0,1,0,0.0,0.0,2,-16.5556,-0.8,-0.1556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,185.0,180.0,1150.0,2000.0,290.0,525.0,,,,,,,,Oct_09_13_fabio_maldonado_joey_beltran,3
6131,Rousimar Palhares,Mike Pierce,210.0,-230.0,210.0,43.4783,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Welterweight,MALE,3,0,4,0,33.1667,0.462,0.25,2.5,0.338,4,3,33,0,0,1,4,3,1,0,9,Orthodox,172.72,177.8,170,2,0,0,11.9091,0.339,1.2727,1.2727,0.393,3,4,19,0,0,0,2,0,5,0,7,Orthodox,172.72,180.34,170,33,33,2,4,1,2,1,14,0,3,-4,0.0,-2.54,0,21.2576,-1.0227,1.2273,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Heel Hook,1.0,0:31,31.0,650.0,180.0,330.0,1550.0,1500.0,130.0,,,,,,,,Oct_09_13_rousimar_palhares_mike_pierce,2
6132,Raphael Assuncao,TJ Dillashaw,210.0,-230.0,210.0,43.4783,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Bantamweight,MALE,3,0,4,0,28.2,0.4,1.2,1.6,0.414,4,1,8,1,0,0,1,2,1,0,4,Orthodox,167.64,170.18,125,0,4,0,35.0,0.458,0.2,1.2,0.194,4,1,11,0,0,0,2,1,1,0,4,Orthodox,165.1,167.64,135,31,27,0,0,0,0,0,-3,1,1,0,2.54,2.54,4,-6.8,1.0,0.4,0.0,9.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,,,9.0,,,Red,S-DEC,,3.0,5:00,900.0,350.0,163.0,645.0,526.0,1200.0,300.0,,,,,,,,Oct_09_13_raphael_assuncao_tj_dillashaw,3
6133,Ildemar Alcantara,Igor Araujo,-345.0,315.0,28.9855,315.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,170,0,2,0,28.5,0.37,1.5,2.5,0.83,2,0,5,0,0,0,1,0,1,0,2,Orthodox,187.96,198.12,185,30,32,0,-2,-2,-2,0,-5,0,0,-1,-2.54,-2.54,-2,-28.5,-1.5,-2.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,178.0,415.0,1067.0,1000.0,150.0,2225.0,,,,,,,,Oct_09_13_ildemar_alcantara_igor_araujo,6
6134,Yan Cabral,David Mitchell,-310.0,280.0,32.2581,280.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Welterweight,MALE,3,1,0,0,28.25,0.415,2.0,0.75,0.29,1,3,11,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,155,30,33,-1,0,1,1,-3,11,0,0,0,2.54,7.62,-3,28.25,2.0,0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,280.0,470.0,110.0,545.0,700.0,1400.0,,,,,,,,Oct_09_13_yan_cabral_david_mitchell,3
6135,Iliarde Santos,Chris Cariaso,-345.0,315.0,28.9855,315.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Blue,False,Flyweight,MALE,3,2,0,0,47.8571,0.459,0.2857,1.1429,0.416,3,3,21,0,0,1,3,0,0,0,4,Southpaw,160.02,160.02,125,2,0,0,23.0,0.275,0.0,0.5,0.07,0,2,4,0,0,0,0,0,0,0,0,Orthodox,165.1,167.64,125,33,32,0,0,3,4,-1,17,0,0,0,-5.08,-7.62,1,24.8571,0.2857,0.6429,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,Blue,KO/TKO,Punches,2.0,4:31,571.0,230.0,180.0,400.0,1100.0,455.0,700.0,,,,,,,,Oct_09_13_iliarde_santos_chris_cariaso,4
6136,Alan Patrick,Garett Whiteley,-255.0,215.0,39.2157,215.0,2013-10-09,"Barueri, Sao Paulo, Brazil", Brazil,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,180.34,187.96,155,30,32,0,0,0,0,0,0,0,0,0,2.54,-5.08,-2,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:54,234.0,190.0,716.0,245.0,1065.0,490.0,435.0,,,,,,,,Oct_09_13_alan_patrick_garett_whiteley,1
6137,Jon Jones,Alexander Gustafsson,-840.0,660.0,11.9048,660.0,2013-09-21,"Toronto, Ontario, Canada", Canada,Red,True,Light Heavyweight,MALE,5,0,6,0,29.125,0.345,0.625,1.25,0.333,6,1,14,0,0,0,2,3,2,0,7,Orthodox,195.58,200.66,205,0,9,0,42.4615,0.569,0.6154,2.0,0.661,9,1,32,6,0,0,3,4,5,0,12,Orthodox,193.04,213.36,205,26,26,0,-3,-3,-5,0,-18,-6,-1,-3,2.54,-12.7,0,-13.3365,0.0096,-0.75,0.0,1.0,0.0,,,,,,0.0,,,,,,,1.0,,,,,,1.0,,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,300.0,1300.0,140.0,2300.0,165.0,900.0,,,,,,,,Sep_21_13_jon_jones_alexander_gustafsson,3
